,name,rqfactor,meaning,category,category_meaning,source,is_proper
15,PMI,PMI,衡量制造业采购经理指数，反映制造业经济活动情况。,宏观因子,,./resource/Zh\中国股票市场的价值效应_伊克夫.pdf,TRUE
0,Market Value,PRICE * SHARES_OUTSTANDING,股票的市场价值，通常由股票价格乘以股本得出。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
1,Free Cash Flow,NET_INCOME + DEPRECIATION - CAPITAL_EXPENDITURE,企业自由现金流，即企业在支付了所有必要的费用和投资后剩余的现金流。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
2,Earnings Per Share,NET_INCOME / SHARES_OUTSTANDING,每股收益，即公司净利润除以总股本。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
3,Price to Earnings Ratio,PRICE / EPS,市盈率，即股票价格除以每股收益。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
4,Price to Book Ratio,PRICE / BOOK_VALUE_PER_SHARE,市净率，即股票价格除以每股净资产。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
5,Price to Sales Ratio,PRICE / SALES_PER_SHARE,市销率，即股票价格除以每股销售额。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
6,Revenue Growth Rate,(REVENUE_CURRENT_YEAR - REVENUE_PREVIOUS_YEAR) / REVENUE_PREVIOUS_YEAR,营业收入增长率，即当前营业收入与去年营业收入的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
7,Operating Cash Flow Growth Rate,(OPERATING_CASH_FLOW_CURRENT_YEAR - OPERATING_CASH_FLOW_PREVIOUS_YEAR) / OPERATING_CASH_FLOW_PREVIOUS_YEAR,经营现金流增长率，即当前经营现金流与去年经营现金流的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
8,Net Profit Growth Rate,(NET_INCOME_CURRENT_YEAR - NET_INCOME_PREVIOUS_YEAR) / NET_INCOME_PREVIOUS_YEAR,净利润增长率，即当前净利润与去年净利润的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
9,EBITDA,EBIT + DEPRECIATION + AMORTIZATION,息税折旧摊销前利润，即公司利润在扣除利息、税费、折旧和摊销之前的利润。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
10,Return on Assets,NET_INCOME / TOTAL_ASSETS,总资产报酬率，即公司净利润与总资产的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
11,Return on Equity,NET_INCOME / TOTAL_EQUITY,净资产收益率，即公司净利润与净资产的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
12,Gross Profit Margin,GROSS_PROFIT / REVENUE,销售毛利率，即公司毛利润与营业收入的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
13,Operating Profit Margin,OPERATING_PROFIT / REVENUE,营业利润率，即公司营业利润与营业收入的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
14,Net Profit Margin,NET_INCOME / REVENUE,净利润率，即公司净利润与营业收入的比值。,基本面因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
15,Price Momentum,PRICE_CURRENT - PRICE_PREVIOUS_PERIOD,收盘价动量，即当前收盘价与过去一段时间收盘价的差值。,技术因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
16,Volume Momentum,VOLUME_CURRENT - VOLUME_PREVIOUS_PERIOD,交易量动量，即当前交易量与过去一段时间交易量的差值。,技术因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
17,RSI,"RSI(CLOSE, 10)",相对强弱指标，用于衡量股票的超买或超卖状态。,技术因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
18,MACD,"MACD(CLOSE, 12, 26, 9)",指数平滑移动平均线差离值，用于衡量股票价格的动量。,技术因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
19,GDP Growth Rate,(GDP_CURRENT_YEAR - GDP_PREVIOUS_YEAR) / GDP_PREVIOUS_YEAR,国内生产总值增长率，即当前GDP与去年GDP的比值。,宏观因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
20,Inflation Rate,(CPI_CURRENT_YEAR - CPI_PREVIOUS_YEAR) / CPI_PREVIOUS_YEAR,通货膨胀率，即当前物价水平与去年物价水平的比值。,宏观因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,FALSE
21,Interest Rate,INTEREST_RATE,利率，即借款的成本。,宏观因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,TRUE
22,PMI,PMI,制造业采购经理指数，用于衡量制造业的景气程度。,宏观因子,,./resource/Zh\中国股票市场龙头公司Alpha投资策略研究_邓钢.pdf,TRUE
0,Book to Market Ratio (B/M),"ME(MV, 'm')/BE('m')",股票市值与其账面价值的比率，用于评估股票的相对价值。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
1,Earnings to Price (E/P),IB('m')/ME('m'),每股收益与股票市值的比率，用于衡量市场对公司未来盈利能力的预期。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
2,Cash Flow to Price (CF/P),CFO('m')/ME('m'),现金流与股票市值的比率，用于衡量公司现金流状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
3,Total Payouts to Price (O/P),DVC('m')/ME('m'),总支出与股票市值的比率，用于衡量公司总支出状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
4,Net Payouts to Price (NO/P),SSTK('m')/ME('m'),净支出与股票市值的比率，用于衡量公司净支出状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
5,Investments to Assets (I/A),CAPX('m')/AT('m-1'),投资与总资产的比率，用于衡量公司投资状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
6,Net Operating Assets to Assets (NOA),OA('m')/AT('m-1'),净运营资产与总资产的比率，用于衡量公司运营资产状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
7,Investment Growth (IG),CAPX('m')/CAPX('m-1'),资本支出增长率，用于衡量公司投资增长状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
8,Net Stock Issues (NSI),LOG(CSCHO('m')*AJEX('m')) - LOG(CSCHO('m-1')*AJEX('m-1')),净股票发行量，用于衡量公司股票发行状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
9,Inventory Growth (IvG),INVT('m')/INVT('m-1'),存货增长率，用于衡量公司存货增长状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
10,Inventory Changes to Assets (IvC),"DELTA(INVT, 'm')/AT('m-1')",存货变动与总资产的比率，用于衡量公司存货变动状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
11,Operating Accruals to Assets (OA),"DELTA(OANCF, 'm')/AT('m-1')",运营应计收入与总资产的比率，用于衡量公司运营应计收入状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
12,Percent Operating Accruals (POA),"ABS(DELTA(OANCF, 'm')/NI('m'))",运营应计收入与净收益的比率，用于衡量公司运营应计收入状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
13,Percent Total Accruals (PTA),"DELTA(WC, 'm')/NI('m')",总应计项目与净收益的比率，用于衡量公司总应计项目状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
14,Gross Profits to Assets (GP/A),"DELTA(SALE, 'm')/DELTA(COGS, 'm')/AT('m-1')",毛利润与总资产的比率，用于衡量公司毛利润状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
15,Organization Capital to Assets (OC/A),OC('m')/AT('m'),组织资本与总资产的比率，用于衡量公司组织资本状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
16,Operating Leverage (OL),"DELTA(XOPR, 'm')/DELTA(AT, 'm-1')",运营杠杆，用于衡量公司运营杠杆状况。,估值类因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
17,Standardized Unexpected Earnings (SUE),EPSPIQ('m') - EPSPIQ('m-4')/ABS(EPSPIQ('m-4') - EPSPIQ('m-8')),标准化意外收益，用于衡量公司意外收益状况。,技术因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
18,Return on Book Equity (ROE),"DELTA(NI, 'm')/BE('m-1')",净资产收益率，用于衡量公司净资产收益率状况。,技术因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
19,Return on Assets (ROA),"DELTA(NI, 'm')/AT('m-1')",资产收益率，用于衡量公司资产收益率状况。,技术因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
20,Number of Earnings Increase (NEI),"COUNT(EPSPIQ('m') > EPSPIQ('m-1'), 'm-1')",连续增长收益月份数量，用于衡量公司连续增长收益状况。,技术因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
21,R6,"SUM(RET, 'm-6', 'm-1')",过去6个交易日的收益动量，用于衡量公司收益动量状况。,技术因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
22,R11,"SUM(RET, 'm-11', 'm-1')",过去11个交易日的收益动量，用于衡量公司收益动量状况。,技术因子,,./resource/Zh\交易成本和发表效应对因子投资组合收益的影响_刘安琪.pdf,FALSE
0,Earnings Per Share (EPS),PROFIT/SHAREHOLDER_EQUITY,基本每股收益，反映公司盈利能力。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
1,Price-to-Book Ratio (P/B),PRICE/NET_ASSET,市净率ttm，反映公司市场价值与账面价值的关系。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
2,Price-to-Sales Ratio (P/S),PRICE/TOTAL_REVENUE,市销率ttm，衡量公司销售额与股票市值的关系。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
3,Price-to-Earnings Ratio (P/E),PRICE/EARNINGS,市盈率，衡量市场对公司未来盈利能力的预期。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
4,Enterprise Value (EV),PRICE*TOTAL_SHARES_OUTSTANDING+TOTAL_DEBT,企业价值ttm，反映公司的整体价值。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
5,Debt-to-Assets Ratio,TOTAL_DEBT/TOTAL_ASSETS,资产负债率，衡量公司财务状况和资本结构的稳定性。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
6,Debt-to-Equity Ratio,TOTAL_DEBT/TOTAL_EQUITY,权益负债率，衡量公司财务状况和资本结构的稳定性。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
7,Current Ratio,CURRENT_ASSETS/CURRENT LIABILITIES,流动比率，衡量公司的短期偿债能力。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
8,Quick Ratio,(CURRENT_ASSETS-CURRENT_DEBT)/CURRENT LIABILITIES,速动比率，衡量公司的短期偿债能力。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
9,Asset Turnover,TOTAL_REVENUE/TOTAL_ASSETS,总资产周转率，评估公司的盈利能力和成长性。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
10,ESG Score,ESG_SCORE,ESG综合分数，衡量公司的环境、社会和治理表现。,基本面因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
11,MACD Difference,"EMA(CLOSE,12)-EMA(CLOSE,26)",指数平滑移动平均线差离值，反映价格趋势的变化。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
12,MACD DEA,"EMA(EMA(CLOSE,12),9)",指数平滑移动平均线平滑移动平均线，反映价格趋势的稳定性。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
13,MACD Histogram,"MACD(CLOSE,12,26,9)-MACD(CLOSE,12,26,9)",指数平滑移动平均线柱形图，反映价格趋势的强度。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
14,Bollinger Band Base,"MEAN(CLOSE,20)",布林线基准，反映价格波动的范围。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
15,Bollinger Band Upper,"MEAN(CLOSE,20)+STD(CLOSE,20)*2",布林线上轨，反映价格波动的上限。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
16,Bollinger Band Lower,"MEAN(CLOSE,20)-STD(CLOSE,20)*2",布林线下轨，反映价格波动的下限。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
17,Price Standard Deviation,"STD(CLOSE,20)",近20交易日收盘价的标准差，反映价格波动的风险。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
18,Volume Standard Deviation,"STD(VOLUME,20)",近20交易日成交量的标准差，反映交易量的波动风险。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
19,Relative Strength Index (RSI),100-(100/(1+RS)),相对强弱指标(N=10)，反映价格动量的强弱。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
20,KDJ K,RS/(RS+KD),随机波动指标K值，反映价格动量的强弱。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
21,KDJ D,RS,随机波动指标D值，反映价格动量的强弱。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
22,KDJ J,3*K-2*D,随机波动指标J值，反映价格动量的强弱。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,FALSE
23,True Range,"MAX(MAX(HIGH-LOW,ABS(HIGH-CLOSE)),ABS(LOW-CLOSE))",真实幅值，反映价格波动的幅度。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
24,Price Momentum,"CLOSE-REF(CLOSE,1)",收盘价动量，反映价格趋势的强度。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
25,Volume Momentum,"VOLUME-REF(VOLUME,1)",交易量动量，反映交易量的趋势。,技术因子,,./resource/Zh\企业碳排放对股票收益率的影响研究_兰丽玉.pdf,TRUE
